date,CPI,CPI_core,FPP
2019-12-01,258.63,266.02,165.2
2020-01-01,259.127,266.716,163.6
2020-02-01,259.25,267.37,154.9
2020-03-01,258.076,267.054,140.2
2020-04-01,256.032,265.746,116.1
2020-05-01,255.802,265.412,122.2
2020-06-01,257.042,265.849,137.3
2020-07-01,258.352,267.389,144.4
2020-08-01,259.316,268.422,147.5
2020-09-01,259.997,268.933,147.7
2020-10-01,260.319,269.306,146.4
2020-11-01,260.911,269.981,151
2020-12-01,262.045,270.341,157
2021-01-01,262.687,270.387,163.1
2021-02-01,263.579,270.793,179
2021-03-01,264.961,271.459,185.5
2021-04-01,266.614,273.66,181.4
2021-05-01,268.383,275.465,191.9
2021-06-01,270.654,277.651,198.7
2021-07-01,271.903,278.648,208.007
2021-08-01,272.676,278.997,207.026
2021-09-01,273.91,279.698,212.739
2021-10-01,276.55,281.668,227.183
2021-11-01,278.919,283.406,229.943
2021-12-01,280.845,285.18,216.915
2022-01-01,282.543,286.757,226.762
2022-02-01,284.5,288.273,244.941
2022-03-01,287.674,289.056,261.558
2022-04-01,288.561,290.514,270.959
2022-05-01,291.298,292.063,296.372
